EqName	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
Ph«n Æ«u 47	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Ph«n Æ«u 48	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	128,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Ph«n Æ«u 49	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	56,8,1	120,8,1	112,8,1	112,8,1
Ph«n Æ«u 50	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Ph«n Æ«u 51	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Ph«n Æ«u 52	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	72,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Ph«n Æ«u 53	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	120,8,1	112,8,1	112,8,1
Ph«n Æ«u 54	80,8,1	64,8,1	64,8,1	104,8,1	64,8,1	64,8,1	96,8,1	96,8,1	104,8,1	96,8,1	104,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	128,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	104,8,1	48,8,1	120,8,1	112,8,1	112,8,1
Ph«n Æ«u 55	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Ph«n Æ«u 56																																																
Ph«n Æ«u 57																																																
Ph«n Æ«u 58																																																
Ph«n Æ«u 59																																																
Ph«n Æ«u 60																																																
Ph«n Æ«u 61																																																
Ph«n Æ«u 62																																																
Ph«n Æ«u 63																																																
Ph«n Æ«u 64																																																
Ph«n Æ«u 65																																																
Ph«n Æ«u 66																																																
Ph«n Æ«u 67																																																
Ph«n Æ«u 68																																																
Ph«n Æ«u 69																																																
Ph«n Æ«u 70																																																
Ph«n Æ«u 71																																																
Ph«n Æ«u 72																																																
Ph«n Æ«u 73																																																
Ph«n Æ«u 74																																																
Ph«n Æ«u 75																																																
Ph«n Æ«u 76																																																
Ph«n Æ«u 77																																																
Ph«n Æ«u 78																																																
Ph«n Æ«u 79																																																
Ph«n Æ«u 80																																																
Ph«n Æ«u 81																																																
Nguy÷t Khuy’t Tr‰ng Ki’p T®ng M∑o																																																
Nguy÷t Khuy’t S∏t Ki’p T®ng M∑o																																																
Nguy÷t Khuy’t Ph∏ Ki’p T®ng M∑o																																																
Nguy÷t Khuy’t Ph n VÚ Kh´i	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t Phong Y™n Kh´i	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t Tr≠Íng Kh´ng Kh´i	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t Kinh HÂng Ph∏t ß∏i	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t Hi”u Nguy÷t Ph∏t ß∏i	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t T≠¨ng T≠ Tr©m	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t Phong Nguy÷t Tr©m	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t B∏ch ßÈc Ph∏t ß∏i	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t U Minh Ph∏t ß∏i	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t Th´i M÷nh Qu∏n	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t B› ßÈc Qu∏n	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t Mπn ßÂ Ph∏t Qu∏n	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t X›ch Long ß«u Hoµn	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t Hµo Ki÷t ß«u Hoµn	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t Tham Lang Kh´i	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t Li÷t D≠¨ng Qu∏n Mi÷n	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t Linh ßÈng Qu∏n	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t ∂o ∂nh Qu∏n	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t L®ng Phong ßπo Qu∏n	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t MÈc VÚ ßπo Qu∏n	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t DÀt ∂nh Qu∏n	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Nguy÷t Khuy’t Thanh Phong Qu∏n	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Di÷u D≠¨ng MÈng Long T®ng M∑o																																																
Di÷u D≠¨ng PhÙc Ma T®ng M∑o																																																
Di÷u D≠¨ng T≠ Kh´ng T®ng M∑o																																																
Di÷u D≠¨ng H∏m Thi™n Kh´i	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Di÷u D≠¨ng K’ Nghi÷p Kh´i	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Di÷u D≠¨ng Ng˘ Long Kh´i	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Di÷u D≠¨ng V´ Gian Ph∏t ß∏i	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Di÷u D≠¨ng V´ Ma Ph∏t ß∏i	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Di÷u D≠¨ng T™ Hoµng Tr©m	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Di÷u D≠¨ng B›ch H∂i Tr©m	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Di÷u D≠¨ng U Lung Ph∏t ß∏i	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Di÷u D≠¨ng Minh ∂o Ph∏t ß∏i	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Di÷u D≠¨ng B®ng Hµn Qu∏n	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
