EqName	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
³¤Ç¹-·¢¹â1	120,8,1	120,8,1	88,8,1		88,8,1		120,8,1	120,8,1		120,8,1		88,8,1	88,8,1		88,8,1		72,8,1		56,8,1		96,8,1		120,8,1		144,8,1			96,8,1	96,8,1				96,8,1		104,8,1		72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Ë«´¸-·¢¹â1	120,8,1	120,8,1	88,8,1			88,8,1	120,8,1	120,8,1			120,8,1	88,8,1	88,8,1			88,8,1	72,8,1			96,8,1	96,8,1			144,8,1	144,8,1					128,8,1	96,8,1		96,8,1			128,8,1	72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Ë«µ¶-·¢¹â1	120,8,1	120,8,1	88,8,1			88,8,1	120,8,1	120,8,1			120,8,1	88,8,1	88,8,1			88,8,1	72,8,1			96,8,1	96,8,1			144,8,1	144,8,1					128,8,1	96,8,1		96,8,1			128,8,1	72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Ë«²øÊÖ-·¢¹â1	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Ë«×¦-·¢¹â1	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
¿ÕÊÖ-·¢¹â1	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
µ¥ÊÖµ¶-·¢¹â2	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
µ¥ÊÖ½£-·¢¹â2	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
µ¥ÊÖ»ðµ¶-·¢¹â2	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
µ¥ÊÖÀ×½£-·¢¹â2	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
³¤¹÷-·¢¹â2	120,8,1	120,8,1	88,8,1		88,8,1		120,8,1	120,8,1		120,8,1		88,8,1	88,8,1		88,8,1		72,8,1		56,8,1		96,8,1		120,8,1		144,8,1			96,8,1	96,8,1				96,8,1		104,8,1		72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
³¤Ç¹-·¢¹â2	120,8,1	120,8,1	88,8,1		88,8,1		120,8,1	120,8,1		120,8,1		88,8,1	88,8,1		88,8,1		72,8,1		56,8,1		96,8,1		120,8,1		144,8,1			96,8,1	96,8,1				96,8,1		104,8,1		72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Ë«´¸-·¢¹â2	120,8,1	120,8,1	88,8,1			88,8,1	120,8,1	120,8,1			120,8,1	88,8,1	88,8,1			88,8,1	72,8,1			96,8,1	96,8,1			144,8,1	144,8,1					128,8,1	96,8,1		96,8,1			128,8,1	72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Ë«µ¶-·¢¹â2	120,8,1	120,8,1	88,8,1			88,8,1	120,8,1	120,8,1			120,8,1	88,8,1	88,8,1			88,8,1	72,8,1			96,8,1	96,8,1			144,8,1	144,8,1					128,8,1	96,8,1		96,8,1			128,8,1	72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Ë«²øÊÖ-·¢¹â2	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Ë«×¦-·¢¹â2	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
¿ÕÊÖ-·¢¹â2	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Quy Y TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Cùc L¹c T¨ng C«n	120,8,1	120,8,1	88,8,1		88,8,1		120,8,1	120,8,1		120,8,1		88,8,1	88,8,1		88,8,1		72,8,1		56,8,1		96,8,1		120,8,1		144,8,1			96,8,1	96,8,1				96,8,1		104,8,1		72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng H­ Kh«ng Giíi §ao	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng ChiÕn ThÇn Chïy	120,8,1	120,8,1	88,8,1			88,8,1	120,8,1	120,8,1			120,8,1	88,8,1	88,8,1			88,8,1	72,8,1			96,8,1	96,8,1			144,8,1	144,8,1					128,8,1	96,8,1		96,8,1			128,8,1	72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Anh Hïng Th­¬ng	120,8,1	120,8,1	88,8,1		88,8,1		120,8,1	120,8,1		120,8,1		88,8,1	88,8,1		88,8,1		72,8,1		56,8,1		96,8,1		120,8,1		144,8,1			96,8,1	96,8,1				96,8,1		104,8,1		72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng B¸ V­¬ng B¶o §ao	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng T¶n Hoa Tr­êng KiÕm																																																
Minh Ph­îng L¨ng Tiªu TriÒn Thñ																																																
Minh Ph­îng V¹n Hoa B¶o §ao																																																
Minh Ph­îng Ph­¬ng Hoa Song §ao																																																
Minh Ph­îng Diªm La TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Minh V­¬ng B¶o §ao	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng LiÔm DiÖm Phi §ao	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Thiªn Hoang Tô TiÔn	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Thiªn Kiªu Phi Tiªu	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng ThiÕt HuyÕt TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Quang Phôc Tr­îng	120,8,1	120,8,1	88,8,1		88,8,1		120,8,1	120,8,1		120,8,1		88,8,1	88,8,1		88,8,1		72,8,1		56,8,1		96,8,1		120,8,1		144,8,1			96,8,1	96,8,1				96,8,1		104,8,1		72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Dôc NhËt Th­¬ng	120,8,1	120,8,1	88,8,1		88,8,1		120,8,1	120,8,1		120,8,1		88,8,1	88,8,1		88,8,1		72,8,1		56,8,1		96,8,1		120,8,1		144,8,1			96,8,1	96,8,1				96,8,1		104,8,1		72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng SÝ §Þa §ao	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Kh«ng Minh KiÕm	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Bång Lai KiÕm	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Cöu Thiªn Hµn ThiÕt	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Tham Th­¬ng KiÕm	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tö M·ng KÕt L« KiÕm	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
B¹ch Hæ Tö CÇm KiÕm	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Tr¹m Vò KiÕm	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long Bå §Ò TriÒn Thñ	120,1,1	120,1,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1								96,8,1				72,8,1	160,8,1	112,1,1	96,1,1	80,1,1	96,1,1	112,1,1	96,1,1	48,1,1	112,1,1	112,1,1	112,1,1
§»ng Long Nh­ Lai Ph¸p C«n 	120,8,56	120,8,56	88,8,1		88,8,56		120,8,1	120,8,1		88,8,56		88,8,1	88,8,1		88,8,56		72,8,1		56,8,56		96,8,1				144,8,1			96,8,56	96,8,56				96,8,1		104,8,56		72,8,1	160,8,1	112,8,56	96,8,56	80,8,56	96,8,56	112,8,56	96,8,56	48,8,56		112,8,56	112,8,56
§»ng Long V« L­îng Giíi §ao	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,111			88,8,1	88,8,1	88,8,1			72,8,1	64,8,56			96,8,1	88,8,56			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,1,1	88,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,1,1	112,1,1
§»ng Long Khai Thiªn ThÇn Chïy	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1			88,1,1	72,8,1			96,1,1	96,8,1			144,1,1	144,8,1					128,1,1	96,1,1		96,8,1			128,1,1	72,8,1	160,8,1	112,1,1	96,1,1	80,1,1	96,1,1	112,1,1	96,1,1	48,1,1	112,1,1	112,1,1	112,1,1
§»ng Long TÞch §Þa Th­¬ng	120,8,56	120,8,56	88,8,1		88,8,56		120,8,1	120,8,1		88,8,56		88,8,1	88,8,1		88,8,56		72,8,1		56,8,56		96,8,1				144,8,1			96,8,56	96,8,56				96,8,1		104,8,56		72,8,1	160,8,1	112,8,56	96,8,56	80,8,56	96,8,56	112,8,56	96,8,56	48,8,56		112,8,56	112,8,56
§»ng Long Hçn Nguyªn B¶o §ao	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	88,1,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long Phi Thiªn Tr­êng KiÕm																																																
§»ng Long B¨ng Ph¸ch TriÒn Thñ																																																
§»ng Long Khuynh Thµnh B¶o §ao																																																
§»ng Long B¸ch H­¬ng Uyªn ¦¬ng §ao																																																
§»ng Long V¹n §éc TriÒn Thñ	120,8,1	120,1,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1								96,8,1				72,8,1	160,8,1	112,1,1	96,1,1	80,1,1	96,1,1	112,1,1	96,1,1	48,1,1	112,1,1	112,1,1	112,1,1
§»ng Long V¹n Linh HuyÕt NhÉn	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	96,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	88,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long Hçn §én Phi §ao	120,8,1	120,1,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1								96,8,1				72,8,1	160,8,1	112,1,1	96,1,1	80,1,1	96,1,1	112,1,1	96,1,1	48,1,1	112,1,1	112,1,1	112,1,1
§»ng Long ThÝ ThÇn Tô TiÔn	120,8,1	120,1,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1								96,8,1				72,8,1	160,8,1	112,1,1	96,1,1	80,1,1	96,1,1	112,1,1	96,1,1	48,1,1	112,1,1	112,1,1	112,1,1
§»ng Long Phong B¹o Phi Tiªu	120,8,1	120,1,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1								96,8,1				72,8,1	160,8,1	112,1,1	96,1,1	80,1,1	96,1,1	112,1,1	96,1,1	48,1,1	112,1,1	112,1,1	112,1,1
§»ng Long Hµo T×nh TriÒn Thñ	120,8,1	120,1,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1								96,8,1				72,8,1	160,8,1	112,1,1	96,1,1	80,1,1	96,1,1	112,1,1	96,1,1	48,1,1	112,1,1	112,1,1	112,1,1
§»ng Long Tô NghÜa Tr­îng	120,8,56	120,8,56	88,8,1		88,8,56		120,8,1	120,8,1		120,8,56		88,8,1	88,8,1		88,8,56		72,8,1		56,8,56		96,8,1				144,8,1			96,8,56	96,8,56				96,8,1		104,8,56		72,8,1	160,8,1	112,8,56	96,8,56	80,8,56	96,8,56	112,8,56	96,8,56	48,8,56		112,8,56	112,8,56
§»ng Long Viªm Hoµng Th­¬ng	120,8,56	120,8,56	88,8,1		88,8,56		120,8,1	120,8,1		120,8,56		88,8,1	88,8,1		88,8,56		72,8,1		56,8,56		96,8,1				144,8,1			96,8,56	96,8,56				96,8,1		104,8,56		72,8,1	160,8,1	112,8,56	96,8,56	80,8,56	96,8,56	112,8,56	96,8,56	48,8,56		112,8,56	112,8,56
§»ng Long PhÇn Thiªn B¶o §ao	120,1,1	119,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1				72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	88,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long Ngäc H­ ThÇn KiÕm	116,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,1,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	88,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long HuyÒn Thiªn ThÇn KiÕm	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,1,1			88,8,1	88,8,1				72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	88,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long Ph­¬ng Nguyªn B¶o §ao	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	88,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long Th­¬ng Khung ThÇn KiÕm	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	77,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,18,1	112,8,1	112,8,1	112,8,1
§»ng Long Tè Du KiÕm	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	104,8,1	120,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long Y Thñy KiÕm	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	104,8,1	120,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Khæ §Õ TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-DiÖt §Õ Ph¸p C«n	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-§¹o §Õ Giíi §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Th«n Tµ ThÇn Chïy	120,8,1	120,8,1				88,8,1					120,8,1					88,8,1				96,8,1				144,8,1						128,8,1	96,8,1					128,8,1			112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-L­u Kim Th­¬ng	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-L÷ S­¬ng B¶o §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-L¹c Anh B¶o KiÕm																																																
Tinh S­¬ng-PhÊt HuyÖt TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Thiªn H­¬ng B¶o §ao																																																
Tinh S­¬ng-Th¸i VËn Uyªn ¦¬ng §ao																																																
Tinh S­¬ng-ThiÒm Phi TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Phô Cèt HuyÕt NhËn	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-L·nh HuyÕt Phi §ao	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
